,workerid,key,value
580,W4a38275d17,bonus,2
581,W83fb404dfc,startTime,Fri Apr 15 2022 15:49:52 GMT-0400 (Eastern Daylight Time)
582,W83fb404dfc,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
583,W83fb404dfc,trialDataFile,exp2_split3
584,W83fb404dfc,featureRandomization,"{""Green"":""Spotted"",""Red"":""Striped"",""Blue"":""Solid"",""Spotted"":""Green"",""Solid"":""Red"",""Striped"":""Blue""}"
585,W83fb404dfc,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
586,W83fb404dfc,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
587,W83fb404dfc,bonus,2
588,Wc7c3d8b840,startTime,Sat Apr 16 2022 12:15:40 GMT+0100 (British Summer Time)
589,Wc7c3d8b840,condition,"{""objective"":""belief"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
590,Wc7c3d8b840,trialDataFile,exp2_split3
591,Wc7c3d8b840,featureRandomization,"{""Green"":""Spotted"",""Red"":""Striped"",""Blue"":""Solid"",""Spotted"":""Green"",""Solid"":""Red"",""Striped"":""Blue""}"
592,Wc7c3d8b840,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
593,Wc7c3d8b840,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
594,Wc7c3d8b840,bonus,2
595,Wc01a637266,startTime,Sat Apr 16 2022 04:47:36 GMT-0600 (Mountain Daylight Time)
596,Wcd5a365311,startTime,Sat Apr 16 2022 11:54:47 GMT+0100 (British Summer Time)
597,W02b773cfa3,startTime,Sat Apr 16 2022 11:57:11 GMT+0100 (British Summer Time)
598,W02b773cfa3,condition,"{""objective"":""belief"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
599,W02b773cfa3,trialDataFile,exp2_split1
600,W02b773cfa3,featureRandomization,"{""Green"":""Blue"",""Red"":""Red"",""Blue"":""Green"",""Spotted"":""Spotted"",""Solid"":""Solid"",""Striped"":""Striped""}"
601,W02b773cfa3,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
602,W02b773cfa3,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
603,W02b773cfa3,bonus,2
604,W2d7880e3f5,startTime,Sat Apr 16 2022 11:55:50 GMT+0100 (British Summer Time)
605,W2d7880e3f5,condition,"{""objective"":""utility"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
606,W2d7880e3f5,trialDataFile,exp2_split3
607,W2d7880e3f5,featureRandomization,"{""Green"":""Blue"",""Red"":""Green"",""Blue"":""Red"",""Spotted"":""Spotted"",""Solid"":""Striped"",""Striped"":""Solid""}"
608,W2d7880e3f5,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
609,W2d7880e3f5,quizAttempt-2,"{""attempt"":2,""correct"":1,""total"":3}"
610,W2d7880e3f5,quizAttempt-3,"{""attempt"":3,""correct"":3,""total"":3}"
611,W2d7880e3f5,quizPassed,"{""attempt"":3,""correct"":3,""total"":3}"
612,W2d7880e3f5,bonus,2
613,Wbfc891d235,startTime,Sat Apr 16 2022 11:47:17 GMT+0100 (British Summer Time)
614,Wbfc891d235,condition,"{""objective"":""utility"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
615,Wbfc891d235,trialDataFile,exp2_split4
616,Wbfc891d235,featureRandomization,"{""Green"":""Blue"",""Red"":""Red"",""Blue"":""Green"",""Spotted"":""Solid"",""Solid"":""Striped"",""Striped"":""Spotted""}"
617,Wbfc891d235,quizAttempt-1,"{""attempt"":1,""correct"":13,""total"":16}"
618,Wbfc891d235,quizAttempt-2,"{""attempt"":2,""correct"":6,""total"":6}"
619,Wbfc891d235,quizPassed,"{""attempt"":2,""correct"":6,""total"":6}"
620,Wbfc891d235,bonus,2
621,We701b75684,startTime,Sat Apr 16 2022 13:06:58 GMT+0100 (BST)
622,W870fc8d462,startTime,Sat Apr 16 2022 13:06:14 GMT+0100 (BST)
623,W870fc8d462,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
624,W870fc8d462,trialDataFile,exp2_split4
625,W870fc8d462,featureRandomization,"{""Green"":""Solid"",""Red"":""Striped"",""Blue"":""Spotted"",""Spotted"":""Blue"",""Solid"":""Red"",""Striped"":""Green""}"
626,W870fc8d462,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
627,W870fc8d462,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
628,W870fc8d462,bonus,2
629,Wb9643bd8c4,startTime,Sat Apr 16 2022 08:06:19 GMT-0400 (Eastern Daylight Time)
630,Wb9643bd8c4,condition,"{""objective"":""belief"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
631,Wb9643bd8c4,trialDataFile,exp2_split3
632,Wb9643bd8c4,featureRandomization,"{""Green"":""Striped"",""Red"":""Solid"",""Blue"":""Spotted"",""Spotted"":""Green"",""Solid"":""Red"",""Striped"":""Blue""}"
633,Wb9643bd8c4,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
634,Wb9643bd8c4,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
635,Wb9643bd8c4,bonus,2
636,W60fc50bef7,startTime,Sat Apr 16 2022 08:08:00 GMT-0400 (Eastern Daylight Time)
637,W60fc50bef7,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
638,W60fc50bef7,trialDataFile,exp2_split4
639,W60fc50bef7,featureRandomization,"{""Green"":""Solid"",""Red"":""Spotted"",""Blue"":""Striped"",""Spotted"":""Blue"",""Solid"":""Red"",""Striped"":""Green""}"
640,W60fc50bef7,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
641,W60fc50bef7,quizAttempt-2,"{""attempt"":2,""correct"":3,""total"":3}"
642,W60fc50bef7,quizPassed,"{""attempt"":2,""correct"":3,""total"":3}"
643,W60fc50bef7,bonus,2
644,Wbcb03972d3,startTime,Sat Apr 16 2022 08:08:31 GMT-0400 (Eastern Daylight Time)
645,Wbcb03972d3,condition,"{""objective"":""belief"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
646,Wbcb03972d3,trialDataFile,exp2_split4
647,Wbcb03972d3,featureRandomization,"{""Green"":""Blue"",""Red"":""Red"",""Blue"":""Green"",""Spotted"":""Striped"",""Solid"":""Solid"",""Striped"":""Spotted""}"
648,Wbcb03972d3,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
649,Wbcb03972d3,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
650,Wbcb03972d3,bonus,2
651,Wbd06efbe71,startTime,Sat Apr 16 2022 12:58:14 GMT+0000 (London Standard Time)
652,Wbd06efbe71,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
653,Wbd06efbe71,trialDataFile,exp2_split4
654,Wbd06efbe71,featureRandomization,"{""Green"":""Solid"",""Red"":""Striped"",""Blue"":""Spotted"",""Spotted"":""Green"",""Solid"":""Red"",""Striped"":""Blue""}"
655,Wbd06efbe71,quizAttempt-1,"{""attempt"":1,""correct"":8,""total"":16}"
656,Wbd06efbe71,quizAttempt-2,"{""attempt"":2,""correct"":11,""total"":13}"
657,Wbd06efbe71,quizAttempt-3,"{""attempt"":3,""correct"":2,""total"":4}"
658,Wbd06efbe71,quizFailed,"{""attempt"":3,""correct"":2,""total"":4}"
659,W4f78ceb579,startTime,Sat Apr 16 2022 09:00:03 GMT-0400 (EDT)
660,W4f78ceb579,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
661,W4f78ceb579,trialDataFile,exp2_split3
662,W4f78ceb579,featureRandomization,"{""Green"":""Spotted"",""Red"":""Striped"",""Blue"":""Solid"",""Spotted"":""Blue"",""Solid"":""Green"",""Striped"":""Red""}"
663,W4f78ceb579,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
664,W4f78ceb579,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
665,W4f78ceb579,bonus,2
666,W1fc4375177,startTime,Sat Apr 16 2022 08:57:43 GMT-0400 (Eastern Daylight Time)
667,W1fc4375177,condition,"{""objective"":""utility"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
668,W1fc4375177,trialDataFile,exp2_split4
669,W1fc4375177,featureRandomization,"{""Green"":""Striped"",""Red"":""Solid"",""Blue"":""Spotted"",""Spotted"":""Red"",""Solid"":""Blue"",""Striped"":""Green""}"
670,W1fc4375177,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
671,W1fc4375177,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
672,W1fc4375177,bonus,2
673,Wdd6a637975,startTime,Sat Apr 16 2022 15:54:59 GMT+0100 (BST)
674,Wdd6a637975,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
675,Wdd6a637975,trialDataFile,exp2_split4
676,Wdd6a637975,featureRandomization,"{""Green"":""Striped"",""Red"":""Spotted"",""Blue"":""Solid"",""Spotted"":""Green"",""Solid"":""Red"",""Striped"":""Blue""}"
677,Wdd6a637975,quizAttempt-1,"{""attempt"":1,""correct"":14,""total"":16}"
678,Wdd6a637975,quizAttempt-2,"{""attempt"":2,""correct"":4,""total"":4}"
679,Wdd6a637975,quizPassed,"{""attempt"":2,""correct"":4,""total"":4}"
680,Wdd6a637975,bonus,2
681,We8e30633f4,startTime,Sat Apr 16 2022 15:34:08 GMT+0100 (British Summer Time)
682,We8e30633f4,condition,"{""objective"":""utility"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
683,We8e30633f4,trialDataFile,exp2_split2
684,We8e30633f4,featureRandomization,"{""Green"":""Green"",""Red"":""Red"",""Blue"":""Blue"",""Spotted"":""Solid"",""Solid"":""Spotted"",""Striped"":""Striped""}"
685,We8e30633f4,quizAttempt-1,"{""attempt"":1,""correct"":9,""total"":16}"
686,We8e30633f4,quizAttempt-2,"{""attempt"":2,""correct"":7,""total"":10}"
687,We8e30633f4,quizAttempt-3,"{""attempt"":3,""correct"":3,""total"":3}"
688,We8e30633f4,quizPassed,"{""attempt"":3,""correct"":3,""total"":3}"
689,We8e30633f4,bonus,2
690,W36da0953f6,startTime,Fri Apr 15 2022 15:50:30 GMT-0400 (Eastern Daylight Time)
691,W0697489184,startTime,Fri Apr 15 2022 20:53:57 GMT+0100 (British Summer Time)
692,W0697489184,condition,"{""objective"":""belief"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
693,W0697489184,trialDataFile,exp2_split4
694,W0697489184,featureRandomization,"{""Green"":""Solid"",""Red"":""Striped"",""Blue"":""Spotted"",""Spotted"":""Red"",""Solid"":""Green"",""Striped"":""Blue""}"
695,W0697489184,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
696,W0697489184,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
697,W0697489184,bonus,2
698,Wccb41716d0,startTime,Fri Apr 15 2022 14:51:16 GMT-0500 (Central Daylight Time)
699,W1e02eab43b,startTime,Fri Apr 15 2022 15:50:50 GMT-0400 (Eastern Daylight Time)
700,W1e02eab43b,condition,"{""objective"":""belief"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
701,W1e02eab43b,trialDataFile,exp2_split4
702,W1e02eab43b,featureRandomization,"{""Green"":""Blue"",""Red"":""Red"",""Blue"":""Green"",""Spotted"":""Striped"",""Solid"":""Spotted"",""Striped"":""Solid""}"
703,W1e02eab43b,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
704,W1e02eab43b,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
705,W1e02eab43b,bonus,2
706,W64fce9f56e,startTime,Sat Apr 16 2022 11:54:11 GMT+0100 (British Summer Time)
707,W64fce9f56e,condition,"{""objective"":""utility"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
708,W64fce9f56e,trialDataFile,exp2_split1
709,W64fce9f56e,featureRandomization,"{""Green"":""Solid"",""Red"":""Striped"",""Blue"":""Spotted"",""Spotted"":""Green"",""Solid"":""Red"",""Striped"":""Blue""}"
710,W64fce9f56e,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
711,W64fce9f56e,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
712,W64fce9f56e,bonus,2
713,Wc22dd61390,startTime,Fri Apr 15 2022 12:55:40 GMT-0700 (Pacific Daylight Time)
714,W9d1afe97dc,startTime,Sat Apr 16 2022 11:53:21 GMT+0100 (British Summer Time)
715,W9d1afe97dc,condition,"{""objective"":""belief"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
716,W9d1afe97dc,trialDataFile,exp2_split4
717,W9d1afe97dc,featureRandomization,"{""Green"":""Striped"",""Red"":""Solid"",""Blue"":""Spotted"",""Spotted"":""Green"",""Solid"":""Red"",""Striped"":""Blue""}"
718,W9d1afe97dc,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
719,W9d1afe97dc,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
720,W9d1afe97dc,bonus,2
721,Wc6c4d3a13e,startTime,Fri Apr 15 2022 12:52:18 GMT-0700 (MST)
722,Wc6c4d3a13e,condition,"{""objective"":""utility"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
723,Wc6c4d3a13e,trialDataFile,exp2_split2
724,Wc6c4d3a13e,featureRandomization,"{""Green"":""Red"",""Red"":""Blue"",""Blue"":""Green"",""Spotted"":""Striped"",""Solid"":""Spotted"",""Striped"":""Solid""}"
725,Wc6c4d3a13e,quizAttempt-1,"{""attempt"":1,""correct"":14,""total"":16}"
726,Wc6c4d3a13e,quizAttempt-2,"{""attempt"":2,""correct"":4,""total"":4}"
727,Wc6c4d3a13e,quizPassed,"{""attempt"":2,""correct"":4,""total"":4}"
728,Wc6c4d3a13e,bonus,2
729,W1071a19392,startTime,Fri Apr 15 2022 12:51:25 GMT-0700 (Pacific Daylight Time)
730,W1071a19392,condition,"{""objective"":""belief"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
731,W1071a19392,trialDataFile,exp2_split3
732,W1071a19392,featureRandomization,"{""Green"":""Green"",""Red"":""Blue"",""Blue"":""Red"",""Spotted"":""Solid"",""Solid"":""Spotted"",""Striped"":""Striped""}"
733,W1071a19392,quizAttempt-1,"{""attempt"":1,""correct"":11,""total"":16}"
734,W1071a19392,quizAttempt-2,"{""attempt"":2,""correct"":9,""total"":9}"
735,W1071a19392,quizPassed,"{""attempt"":2,""correct"":9,""total"":9}"
736,W1071a19392,bonus,2
737,W18ea8cadc1,startTime,Fri Apr 15 2022 12:54:17 GMT-0700 (Pacific Daylight Time)
738,W18ea8cadc1,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
739,W18ea8cadc1,trialDataFile,exp2_split2
740,W18ea8cadc1,featureRandomization,"{""Green"":""Blue"",""Red"":""Red"",""Blue"":""Green"",""Spotted"":""Striped"",""Solid"":""Spotted"",""Striped"":""Solid""}"
741,W18ea8cadc1,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
742,W18ea8cadc1,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
743,W18ea8cadc1,bonus,2
744,W4b709fc424,startTime,Fri Apr 15 2022 13:52:07 GMT-0600 (Mountain Daylight Time)
745,W4b709fc424,condition,"{""objective"":""belief"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
746,W4b709fc424,trialDataFile,exp2_split2
747,W4b709fc424,featureRandomization,"{""Green"":""Green"",""Red"":""Red"",""Blue"":""Blue"",""Spotted"":""Solid"",""Solid"":""Spotted"",""Striped"":""Striped""}"
748,W4b709fc424,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
749,W4b709fc424,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
750,W4b709fc424,bonus,2
751,W668abb6e62,startTime,Sat Apr 16 2022 06:43:20 GMT-0400 (Eastern Daylight Time)
752,W668abb6e62,condition,"{""objective"":""belief"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
753,W668abb6e62,trialDataFile,exp2_split2
754,W668abb6e62,featureRandomization,"{""Green"":""Striped"",""Red"":""Solid"",""Blue"":""Spotted"",""Spotted"":""Green"",""Solid"":""Red"",""Striped"":""Blue""}"
755,W668abb6e62,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
756,W668abb6e62,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
757,W668abb6e62,bonus,2
758,W60e1b0c3d7,startTime,Sat Apr 16 2022 05:53:43 GMT-0500 (Central Daylight Time)
759,W60e1b0c3d7,condition,"{""objective"":""utility"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
760,W60e1b0c3d7,trialDataFile,exp2_split1
761,W60e1b0c3d7,featureRandomization,"{""Green"":""Green"",""Red"":""Red"",""Blue"":""Blue"",""Spotted"":""Spotted"",""Solid"":""Striped"",""Striped"":""Solid""}"
762,W60e1b0c3d7,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
763,W60e1b0c3d7,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
764,W60e1b0c3d7,bonus,2
765,W32791a70a3,startTime,Sat Apr 16 2022 11:52:34 GMT+0100 (British Summer Time)
766,W32791a70a3,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
767,W32791a70a3,trialDataFile,exp2_split2
768,W32791a70a3,featureRandomization,"{""Green"":""Red"",""Red"":""Blue"",""Blue"":""Green"",""Spotted"":""Solid"",""Solid"":""Striped"",""Striped"":""Spotted""}"
769,W32791a70a3,quizAttempt-1,"{""attempt"":1,""correct"":12,""total"":16}"
770,W32791a70a3,quizAttempt-2,"{""attempt"":2,""correct"":10,""total"":10}"
771,W32791a70a3,quizPassed,"{""attempt"":2,""correct"":10,""total"":10}"
772,W32791a70a3,bonus,2
773,W20ae112870,startTime,Sat Apr 16 2022 05:06:29 GMT-0700 (Pacific Daylight Time)
774,W20ae112870,condition,"{""objective"":""utility"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
775,W20ae112870,trialDataFile,exp2_split3
776,W20ae112870,featureRandomization,"{""Green"":""Blue"",""Red"":""Red"",""Blue"":""Green"",""Spotted"":""Spotted"",""Solid"":""Solid"",""Striped"":""Striped""}"
777,W20ae112870,quizAttempt-1,"{""attempt"":1,""correct"":14,""total"":16}"
778,W20ae112870,quizAttempt-2,"{""attempt"":2,""correct"":3,""total"":3}"
779,W20ae112870,quizPassed,"{""attempt"":2,""correct"":3,""total"":3}"
780,W20ae112870,bonus,2
781,Wc806283778,startTime,Sat Apr 16 2022 08:07:47 GMT-0400 (Eastern Daylight Time)
782,Wc806283778,condition,"{""objective"":""utility"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
783,Wc806283778,trialDataFile,exp2_split2
784,Wc806283778,featureRandomization,"{""Green"":""Blue"",""Red"":""Red"",""Blue"":""Green"",""Spotted"":""Striped"",""Solid"":""Spotted"",""Striped"":""Solid""}"
785,Wc806283778,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
786,Wc806283778,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
787,Wc806283778,bonus,2
788,Wd020213f67,startTime,Sat Apr 16 2022 13:07:36 GMT+0100 (British Summer Time)
789,Wd020213f67,condition,"{""objective"":""belief"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
790,Wd020213f67,trialDataFile,exp2_split2
791,Wd020213f67,featureRandomization,"{""Green"":""Red"",""Red"":""Green"",""Blue"":""Blue"",""Spotted"":""Striped"",""Solid"":""Solid"",""Striped"":""Spotted""}"
792,Wd020213f67,quizAttempt-1,"{""attempt"":1,""correct"":13,""total"":16}"
793,Wd020213f67,quizAttempt-2,"{""attempt"":2,""correct"":7,""total"":7}"
794,Wd020213f67,quizPassed,"{""attempt"":2,""correct"":7,""total"":7}"
795,Wd020213f67,bonus,2
796,W8fd5e190c0,startTime,Fri Apr 15 2022 14:58:09 GMT-0500 (Central Daylight Time)
797,W8fd5e190c0,condition,"{""objective"":""utility"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
798,W8fd5e190c0,trialDataFile,exp2_split1
799,W8fd5e190c0,featureRandomization,"{""Green"":""Red"",""Red"":""Green"",""Blue"":""Blue"",""Spotted"":""Spotted"",""Solid"":""Solid"",""Striped"":""Striped""}"
800,W8fd5e190c0,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
801,W8fd5e190c0,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
802,W8fd5e190c0,bonus,2
803,W7c640aea0a,startTime,Fri Apr 15 2022 16:06:46 GMT-0400 (Eastern Daylight Time)
804,W7c640aea0a,condition,"{""objective"":""utility"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
805,W7c640aea0a,trialDataFile,exp2_split3
806,W7c640aea0a,featureRandomization,"{""Green"":""Blue"",""Red"":""Green"",""Blue"":""Red"",""Spotted"":""Striped"",""Solid"":""Spotted"",""Striped"":""Solid""}"
807,W7c640aea0a,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
808,W7c640aea0a,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
809,W7c640aea0a,bonus,2
810,Wa9a4b35ffd,startTime,Fri Apr 15 2022 15:03:18 GMT-0500 (Central Daylight Time)
811,Wa9a4b35ffd,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
812,Wa9a4b35ffd,trialDataFile,exp2_split1
813,Wa9a4b35ffd,featureRandomization,"{""Green"":""Red"",""Red"":""Blue"",""Blue"":""Green"",""Spotted"":""Striped"",""Solid"":""Spotted"",""Striped"":""Solid""}"
814,Wa9a4b35ffd,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
815,Wa9a4b35ffd,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
816,Wa9a4b35ffd,bonus,2
817,Wbd43551442,startTime,Fri Apr 15 2022 16:04:11 GMT-0400 (Eastern Daylight Time)
818,Wbd43551442,condition,"{""objective"":""utility"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
819,Wbd43551442,trialDataFile,exp2_split3
820,Wbd43551442,featureRandomization,"{""Green"":""Green"",""Red"":""Blue"",""Blue"":""Red"",""Spotted"":""Striped"",""Solid"":""Spotted"",""Striped"":""Solid""}"
821,Wbd43551442,quizAttempt-1,"{""attempt"":1,""correct"":11,""total"":16}"
822,Wbd43551442,quizAttempt-2,"{""attempt"":2,""correct"":8,""total"":10}"
823,Wbd43551442,quizAttempt-3,"{""attempt"":3,""correct"":4,""total"":4}"
824,Wbd43551442,quizPassed,"{""attempt"":3,""correct"":4,""total"":4}"
825,Wbd43551442,bonus,2
826,Wfefcdeb75f,startTime,Sat Apr 16 2022 12:47:30 GMT+0100 (British Summer Time)
827,Wfefcdeb75f,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
828,Wfefcdeb75f,trialDataFile,exp2_split1
829,Wfefcdeb75f,featureRandomization,"{""Green"":""Solid"",""Red"":""Striped"",""Blue"":""Spotted"",""Spotted"":""Blue"",""Solid"":""Green"",""Striped"":""Red""}"
830,Wfefcdeb75f,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
831,Wfefcdeb75f,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
832,Wfefcdeb75f,bonus,2
833,W65fa56bf35,startTime,Fri Apr 15 2022 15:57:09 GMT-0400 (Eastern Daylight Time)
834,W65fa56bf35,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
835,W65fa56bf35,trialDataFile,exp2_split4
836,W65fa56bf35,featureRandomization,"{""Green"":""Green"",""Red"":""Blue"",""Blue"":""Red"",""Spotted"":""Solid"",""Solid"":""Spotted"",""Striped"":""Striped""}"
837,W65fa56bf35,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
838,W65fa56bf35,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
839,W65fa56bf35,bonus,2
840,Wd6611a5bf9,startTime,Fri Apr 15 2022 15:56:59 GMT-0400 (Eastern Daylight Time)
841,Wd6611a5bf9,condition,"{""objective"":""belief"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
842,Wd6611a5bf9,trialDataFile,exp2_split2
843,Wd6611a5bf9,featureRandomization,"{""Green"":""Red"",""Red"":""Blue"",""Blue"":""Green"",""Spotted"":""Striped"",""Solid"":""Solid"",""Striped"":""Spotted""}"
844,Wd6611a5bf9,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
845,Wd6611a5bf9,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
846,Wd6611a5bf9,bonus,2
847,W409a814cfa,startTime,Fri Apr 15 2022 16:03:58 GMT-0400 (Eastern Daylight Time)
848,W409a814cfa,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
849,W409a814cfa,trialDataFile,exp2_split1
850,W409a814cfa,featureRandomization,"{""Green"":""Striped"",""Red"":""Spotted"",""Blue"":""Solid"",""Spotted"":""Blue"",""Solid"":""Green"",""Striped"":""Red""}"
851,W409a814cfa,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
852,W409a814cfa,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
853,W409a814cfa,bonus,2
854,Wb7f72d181c,startTime,Fri Apr 15 2022 12:57:35 GMT-0700 (Pacific Daylight Time)
855,Wb7f72d181c,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
856,Wb7f72d181c,trialDataFile,exp2_split3
857,Wb7f72d181c,featureRandomization,"{""Green"":""Spotted"",""Red"":""Solid"",""Blue"":""Striped"",""Spotted"":""Red"",""Solid"":""Green"",""Striped"":""Blue""}"
858,Wb7f72d181c,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
859,Wb7f72d181c,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
860,Wb7f72d181c,bonus,2
861,W7101334dfd,startTime,Sat Apr 16 2022 12:46:54 GMT+0100 (British Summer Time)
862,W7101334dfd,condition,"{""objective"":""belief"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
863,W7101334dfd,trialDataFile,exp2_split4
864,W7101334dfd,featureRandomization,"{""Green"":""Striped"",""Red"":""Solid"",""Blue"":""Spotted"",""Spotted"":""Green"",""Solid"":""Blue"",""Striped"":""Red""}"
865,W7101334dfd,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
866,W7101334dfd,quizAttempt-2,"{""attempt"":2,""correct"":3,""total"":3}"
867,W7101334dfd,quizPassed,"{""attempt"":2,""correct"":3,""total"":3}"
868,W7101334dfd,bonus,2
869,W06064f26d2,startTime,Sat Apr 16 2022 12:48:43 GMT+0100 (British Summer Time)
870,Wb0b58dfc06,startTime,Sat Apr 16 2022 12:47:17 GMT+0100 (British Summer Time)
871,Wb0b58dfc06,condition,"{""objective"":""utility"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
872,Wb0b58dfc06,trialDataFile,exp2_split3
873,Wb0b58dfc06,featureRandomization,"{""Green"":""Green"",""Red"":""Red"",""Blue"":""Blue"",""Spotted"":""Spotted"",""Solid"":""Solid"",""Striped"":""Striped""}"
874,Wb0b58dfc06,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
875,Wb0b58dfc06,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
876,Wb0b58dfc06,bonus,2
877,W628571475d,bonus,2
878,W628571475d,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
