,workerid,key,value
602,W2eb8ab5b14,trialDataFile,exp2_split4
603,W2eb8ab5b14,featureRandomization,"{""Green"":""Spotted"",""Red"":""Solid"",""Blue"":""Striped"",""Spotted"":""Blue"",""Solid"":""Red"",""Striped"":""Green""}"
604,W2eb8ab5b14,quizAttempt-1,"{""attempt"":1,""correct"":9,""total"":16}"
605,W2eb8ab5b14,quizAttempt-2,"{""attempt"":2,""correct"":9,""total"":9}"
606,W2eb8ab5b14,quizPassed,"{""attempt"":2,""correct"":9,""total"":9}"
607,W2eb8ab5b14,bonus,2
608,W735759d8cd,startTime,Fri Apr 29 2022 14:11:54 GMT+0100 (British Summer Time)
609,W735759d8cd,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":4}"
610,W735759d8cd,trialDataFile,exp2_split3
611,W735759d8cd,featureRandomization,"{""Green"":""Spotted"",""Red"":""Striped"",""Blue"":""Solid"",""Spotted"":""Blue"",""Solid"":""Green"",""Striped"":""Red""}"
612,W735759d8cd,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
613,W735759d8cd,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
614,W735759d8cd,bonus,2
615,W539150b23f,startTime,Tue Apr 19 2022 12:22:50 GMT+0100 (British Summer Time)
616,W539150b23f,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":1}"
617,W539150b23f,trialDataFile,exp2_split3
618,W539150b23f,featureRandomization,"{""Green"":""Blue"",""Red"":""Red"",""Blue"":""Green"",""Spotted"":""Striped"",""Solid"":""Spotted"",""Striped"":""Solid""}"
619,W539150b23f,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
620,W539150b23f,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
621,W539150b23f,bonus,2
622,Wb9d9c6365f,startTime,Tue Apr 19 2022 12:21:43 GMT+0100 (British Summer Time)
623,Wb9d9c6365f,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":2}"
624,Wb9d9c6365f,trialDataFile,exp2_split2
625,Wb9d9c6365f,featureRandomization,"{""Green"":""Blue"",""Red"":""Green"",""Blue"":""Red"",""Spotted"":""Striped"",""Solid"":""Solid"",""Striped"":""Spotted""}"
626,Wb9d9c6365f,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
627,Wb9d9c6365f,quizAttempt-2,"{""attempt"":2,""correct"":4,""total"":4}"
628,Wb9d9c6365f,quizPassed,"{""attempt"":2,""correct"":4,""total"":4}"
629,Wb9d9c6365f,bonus,2
630,Wc920f703eb,startTime,Tue Apr 19 2022 12:22:02 GMT+0100 (British Summer Time)
631,Wc920f703eb,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":1}"
632,Wc920f703eb,trialDataFile,exp2_split4
633,Wc920f703eb,featureRandomization,"{""Green"":""Solid"",""Red"":""Striped"",""Blue"":""Spotted"",""Spotted"":""Blue"",""Solid"":""Green"",""Striped"":""Red""}"
634,Wc920f703eb,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
635,Wc920f703eb,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
636,Wc920f703eb,bonus,2
637,Wc69fc3919f,startTime,Tue Apr 19 2022 12:22:05 GMT+0100 (British Summer Time)
638,Wc69fc3919f,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":4}"
639,Wc69fc3919f,trialDataFile,exp2_split3
640,Wc69fc3919f,featureRandomization,"{""Green"":""Blue"",""Red"":""Red"",""Blue"":""Green"",""Spotted"":""Solid"",""Solid"":""Spotted"",""Striped"":""Striped""}"
641,Wc69fc3919f,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
642,Wc69fc3919f,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
643,Wc69fc3919f,bonus,2
644,W9d8996ec5a,startTime,Tue Apr 19 2022 12:21:51 GMT+0100 (British Summer Time)
645,W9d8996ec5a,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":1}"
646,W9d8996ec5a,trialDataFile,exp2_split4
647,W9d8996ec5a,featureRandomization,"{""Green"":""Green"",""Red"":""Red"",""Blue"":""Blue"",""Spotted"":""Solid"",""Solid"":""Spotted"",""Striped"":""Striped""}"
648,W9d8996ec5a,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
649,W9d8996ec5a,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
650,W9d8996ec5a,bonus,2
651,W57c561430c,startTime,Tue Apr 19 2022 12:22:56 GMT+0100 (British Summer Time)
652,W57c561430c,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":2}"
653,W57c561430c,trialDataFile,exp2_split4
654,W57c561430c,featureRandomization,"{""Green"":""Striped"",""Red"":""Spotted"",""Blue"":""Solid"",""Spotted"":""Green"",""Solid"":""Red"",""Striped"":""Blue""}"
655,W57c561430c,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
656,W57c561430c,quizAttempt-2,"{""attempt"":2,""correct"":4,""total"":4}"
657,W57c561430c,quizPassed,"{""attempt"":2,""correct"":4,""total"":4}"
658,W57c561430c,bonus,2
659,W48f372a187,startTime,Fri Apr 29 2022 13:05:34 GMT+0100 (British Summer Time)
660,Wef83a7921d,startTime,Fri Apr 29 2022 13:00:39 GMT+0100 (British Summer Time)
661,Wef83a7921d,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":1}"
662,Wef83a7921d,trialDataFile,exp2_split2
663,Wef83a7921d,featureRandomization,"{""Green"":""Striped"",""Red"":""Spotted"",""Blue"":""Solid"",""Spotted"":""Red"",""Solid"":""Green"",""Striped"":""Blue""}"
664,Wef83a7921d,quizAttempt-1,"{""attempt"":1,""correct"":14,""total"":16}"
665,Wef83a7921d,quizAttempt-2,"{""attempt"":2,""correct"":3,""total"":3}"
666,Wef83a7921d,quizPassed,"{""attempt"":2,""correct"":3,""total"":3}"
667,Wef83a7921d,bonus,2
668,W46c4237652,startTime,Fri Apr 29 2022 13:05:01 GMT+0100 (British Summer Time)
669,W46c4237652,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":2}"
670,W46c4237652,trialDataFile,exp2_split4
671,W46c4237652,featureRandomization,"{""Green"":""Blue"",""Red"":""Red"",""Blue"":""Green"",""Spotted"":""Striped"",""Solid"":""Solid"",""Striped"":""Spotted""}"
672,W46c4237652,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
673,W46c4237652,quizAttempt-2,"{""attempt"":2,""correct"":4,""total"":4}"
674,W46c4237652,quizPassed,"{""attempt"":2,""correct"":4,""total"":4}"
675,W46c4237652,bonus,2
676,We45a78cd67,startTime,Fri Apr 29 2022 13:05:07 GMT+0100 (British Summer Time)
677,We45a78cd67,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":4}"
678,We45a78cd67,trialDataFile,exp2_split3
679,We45a78cd67,featureRandomization,"{""Green"":""Green"",""Red"":""Red"",""Blue"":""Blue"",""Spotted"":""Solid"",""Solid"":""Spotted"",""Striped"":""Striped""}"
680,We45a78cd67,quizAttempt-1,"{""attempt"":1,""correct"":13,""total"":16}"
681,We45a78cd67,quizAttempt-2,"{""attempt"":2,""correct"":3,""total"":4}"
682,We45a78cd67,quizAttempt-3,"{""attempt"":3,""correct"":4,""total"":4}"
683,We45a78cd67,quizPassed,"{""attempt"":3,""correct"":4,""total"":4}"
684,We45a78cd67,bonus,2
685,W15351e66ae,startTime,Fri Apr 29 2022 14:12:02 GMT+0100 (BST)
686,W15351e66ae,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":2}"
687,W15351e66ae,trialDataFile,exp2_split1
688,W15351e66ae,featureRandomization,"{""Green"":""Striped"",""Red"":""Solid"",""Blue"":""Spotted"",""Spotted"":""Blue"",""Solid"":""Red"",""Striped"":""Green""}"
689,W15351e66ae,quizAttempt-1,"{""attempt"":1,""correct"":9,""total"":16}"
690,W15351e66ae,quizAttempt-2,"{""attempt"":2,""correct"":10,""total"":10}"
691,W15351e66ae,quizPassed,"{""attempt"":2,""correct"":10,""total"":10}"
692,W15351e66ae,bonus,2
693,Waddbdac83b,startTime,Fri Apr 29 2022 14:12:33 GMT+0100 (British Summer Time)
694,Waddbdac83b,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":2}"
695,Waddbdac83b,trialDataFile,exp2_split1
696,Waddbdac83b,featureRandomization,"{""Green"":""Blue"",""Red"":""Green"",""Blue"":""Red"",""Spotted"":""Striped"",""Solid"":""Solid"",""Striped"":""Spotted""}"
697,Waddbdac83b,quizAttempt-1,"{""attempt"":1,""correct"":14,""total"":16}"
698,Waddbdac83b,quizAttempt-2,"{""attempt"":2,""correct"":3,""total"":4}"
699,Waddbdac83b,quizAttempt-3,"{""attempt"":3,""correct"":3,""total"":4}"
700,Waddbdac83b,quizFailed,"{""attempt"":3,""correct"":3,""total"":4}"
701,W39d8d40c2c,startTime,Fri Apr 29 2022 14:12:07 GMT+0100 (British Summer Time)
702,W39d8d40c2c,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":1}"
703,W39d8d40c2c,trialDataFile,exp2_split3
704,W39d8d40c2c,featureRandomization,"{""Green"":""Green"",""Red"":""Blue"",""Blue"":""Red"",""Spotted"":""Striped"",""Solid"":""Solid"",""Striped"":""Spotted""}"
705,W39d8d40c2c,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
706,W39d8d40c2c,quizAttempt-2,"{""attempt"":2,""correct"":3,""total"":3}"
707,W39d8d40c2c,quizPassed,"{""attempt"":2,""correct"":3,""total"":3}"
708,W39d8d40c2c,bonus,2
709,W12b3cd90de,startTime,Fri Apr 29 2022 14:12:11 GMT+0100 (British Summer Time)
710,W12b3cd90de,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":4}"
711,W12b3cd90de,trialDataFile,exp2_split4
712,W12b3cd90de,featureRandomization,"{""Green"":""Green"",""Red"":""Red"",""Blue"":""Blue"",""Spotted"":""Spotted"",""Solid"":""Solid"",""Striped"":""Striped""}"
713,W12b3cd90de,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
714,W12b3cd90de,quizAttempt-2,"{""attempt"":2,""correct"":4,""total"":4}"
715,W12b3cd90de,quizPassed,"{""attempt"":2,""correct"":4,""total"":4}"
716,W12b3cd90de,bonus,2
717,Wd1f95121cf,startTime,Tue Apr 19 2022 12:24:03 GMT+0100 (British Summer Time)
718,Wd1f95121cf,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":1}"
719,Wd1f95121cf,trialDataFile,exp2_split1
720,Wd1f95121cf,featureRandomization,"{""Green"":""Striped"",""Red"":""Spotted"",""Blue"":""Solid"",""Spotted"":""Red"",""Solid"":""Green"",""Striped"":""Blue""}"
721,Wd1f95121cf,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
722,Wd1f95121cf,quizAttempt-2,"{""attempt"":2,""correct"":3,""total"":3}"
723,Wd1f95121cf,quizPassed,"{""attempt"":2,""correct"":3,""total"":3}"
724,Wd1f95121cf,bonus,2
725,W367f698b6f,startTime,Tue Apr 19 2022 13:23:18 GMT+0200 (Mitteleuropäische Sommerzeit)
726,W367f698b6f,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":1}"
727,W367f698b6f,trialDataFile,exp2_split2
728,W367f698b6f,featureRandomization,"{""Green"":""Spotted"",""Red"":""Striped"",""Blue"":""Solid"",""Spotted"":""Red"",""Solid"":""Green"",""Striped"":""Blue""}"
729,W367f698b6f,quizAttempt-1,"{""attempt"":1,""correct"":14,""total"":16}"
730,W367f698b6f,quizAttempt-2,"{""attempt"":2,""correct"":3,""total"":3}"
731,W367f698b6f,quizPassed,"{""attempt"":2,""correct"":3,""total"":3}"
732,W367f698b6f,bonus,2
733,W1aa07567ea,startTime,Tue Apr 19 2022 12:23:06 GMT+0100 (British Summer Time)
734,W1aa07567ea,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":4}"
735,W1aa07567ea,trialDataFile,exp2_split1
736,W1aa07567ea,featureRandomization,"{""Green"":""Green"",""Red"":""Blue"",""Blue"":""Red"",""Spotted"":""Striped"",""Solid"":""Solid"",""Striped"":""Spotted""}"
737,W1aa07567ea,quizAttempt-1,"{""attempt"":1,""correct"":14,""total"":16}"
738,W1aa07567ea,quizAttempt-2,"{""attempt"":2,""correct"":7,""total"":7}"
739,W1aa07567ea,quizPassed,"{""attempt"":2,""correct"":7,""total"":7}"
740,W1aa07567ea,bonus,2
741,Wc32176bf38,startTime,Tue Apr 19 2022 12:23:14 GMT+0100 (British Summer Time)
742,W1ea78bd705,startTime,Tue Apr 19 2022 12:23:26 GMT+0100 (British Summer Time)
743,Wf1a0b8a98f,startTime,Fri Apr 29 2022 13:10:11 GMT+0100 (British Summer Time)
744,Wf1a0b8a98f,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":2}"
745,Wf1a0b8a98f,trialDataFile,exp2_split1
746,Wf1a0b8a98f,featureRandomization,"{""Green"":""Red"",""Red"":""Green"",""Blue"":""Blue"",""Spotted"":""Solid"",""Solid"":""Striped"",""Striped"":""Spotted""}"
747,Wf1a0b8a98f,quizAttempt-1,"{""attempt"":1,""correct"":14,""total"":16}"
748,Wf1a0b8a98f,quizAttempt-2,"{""attempt"":2,""correct"":7,""total"":7}"
749,Wf1a0b8a98f,quizPassed,"{""attempt"":2,""correct"":7,""total"":7}"
750,Wf1a0b8a98f,bonus,2
751,W6ba4bee2fd,startTime,Tue Apr 19 2022 12:23:09 GMT+0100 (British Summer Time)
752,W6ba4bee2fd,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":2}"
753,W6ba4bee2fd,trialDataFile,exp2_split3
754,W6ba4bee2fd,featureRandomization,"{""Green"":""Green"",""Red"":""Red"",""Blue"":""Blue"",""Spotted"":""Spotted"",""Solid"":""Solid"",""Striped"":""Striped""}"
755,W6ba4bee2fd,quizAttempt-1,"{""attempt"":1,""correct"":14,""total"":16}"
756,W6ba4bee2fd,quizAttempt-2,"{""attempt"":2,""correct"":4,""total"":4}"
757,W6ba4bee2fd,quizPassed,"{""attempt"":2,""correct"":4,""total"":4}"
758,W6ba4bee2fd,bonus,2
759,Wf89393eca2,startTime,Tue Apr 19 2022 12:21:54 GMT+0100 (British Summer Time)
760,Wf89393eca2,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":2}"
761,Wf89393eca2,trialDataFile,exp2_split2
762,Wf89393eca2,featureRandomization,"{""Green"":""Striped"",""Red"":""Spotted"",""Blue"":""Solid"",""Spotted"":""Blue"",""Solid"":""Green"",""Striped"":""Red""}"
763,Wf89393eca2,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
764,Wf89393eca2,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
765,Wf89393eca2,bonus,2
766,W52cd135ace,startTime,Tue Apr 19 2022 12:23:59 GMT+0100 (BST)
767,W52cd135ace,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":2}"
768,W52cd135ace,trialDataFile,exp2_split3
769,W52cd135ace,featureRandomization,"{""Green"":""Striped"",""Red"":""Solid"",""Blue"":""Spotted"",""Spotted"":""Blue"",""Solid"":""Red"",""Striped"":""Green""}"
770,W52cd135ace,quizAttempt-1,"{""attempt"":1,""correct"":14,""total"":16}"
771,W52cd135ace,quizAttempt-2,"{""attempt"":2,""correct"":3,""total"":4}"
772,W52cd135ace,quizAttempt-3,"{""attempt"":3,""correct"":4,""total"":4}"
773,W52cd135ace,quizPassed,"{""attempt"":3,""correct"":4,""total"":4}"
774,W52cd135ace,bonus,2
775,Wadd68dd614,startTime,Tue Apr 19 2022 12:23:24 GMT+0100 (British Summer Time)
776,Wadd68dd614,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":1}"
777,Wadd68dd614,trialDataFile,exp2_split4
778,Wadd68dd614,featureRandomization,"{""Green"":""Green"",""Red"":""Blue"",""Blue"":""Red"",""Spotted"":""Striped"",""Solid"":""Spotted"",""Striped"":""Solid""}"
779,Wadd68dd614,quizAttempt-1,"{""attempt"":1,""correct"":14,""total"":16}"
780,Wadd68dd614,quizAttempt-2,"{""attempt"":2,""correct"":7,""total"":7}"
781,Wadd68dd614,quizPassed,"{""attempt"":2,""correct"":7,""total"":7}"
782,Wadd68dd614,bonus,2
783,W8ce24c9600,startTime,Fri Apr 29 2022 14:20:38 GMT+0100 (BST)
784,W8ce24c9600,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":1}"
785,W8ce24c9600,trialDataFile,exp2_split1
786,W8ce24c9600,featureRandomization,"{""Green"":""Blue"",""Red"":""Green"",""Blue"":""Red"",""Spotted"":""Spotted"",""Solid"":""Solid"",""Striped"":""Striped""}"
787,W8ce24c9600,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
788,W8ce24c9600,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
789,W8ce24c9600,bonus,2
790,Wf444561915,startTime,Fri Apr 29 2022 13:07:20 GMT+0100 (British Summer Time)
791,Wf444561915,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":4}"
792,Wf444561915,trialDataFile,exp2_split2
793,Wf444561915,featureRandomization,"{""Green"":""Green"",""Red"":""Red"",""Blue"":""Blue"",""Spotted"":""Solid"",""Solid"":""Spotted"",""Striped"":""Striped""}"
794,Wf444561915,quizAttempt-1,"{""attempt"":1,""correct"":13,""total"":16}"
795,Wf444561915,quizAttempt-2,"{""attempt"":2,""correct"":7,""total"":7}"
796,Wf444561915,quizPassed,"{""attempt"":2,""correct"":7,""total"":7}"
797,Wf444561915,bonus,2
798,Wbd3848fe9f,startTime,Fri Apr 29 2022 13:06:41 GMT+0100 (British Summer Time)
799,Wbd3848fe9f,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":4}"
800,Wbd3848fe9f,trialDataFile,exp2_split2
801,Wbd3848fe9f,featureRandomization,"{""Green"":""Striped"",""Red"":""Solid"",""Blue"":""Spotted"",""Spotted"":""Blue"",""Solid"":""Red"",""Striped"":""Green""}"
802,Wbd3848fe9f,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
803,Wbd3848fe9f,quizAttempt-2,"{""attempt"":2,""correct"":4,""total"":4}"
804,Wbd3848fe9f,quizPassed,"{""attempt"":2,""correct"":4,""total"":4}"
805,Wbd3848fe9f,bonus,2
806,W29588f06ea,startTime,Fri Apr 29 2022 09:11:06 GMT-0400 (Eastern Daylight Time)
807,W29588f06ea,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":1}"
808,W29588f06ea,trialDataFile,exp2_split2
809,W29588f06ea,featureRandomization,"{""Green"":""Striped"",""Red"":""Spotted"",""Blue"":""Solid"",""Spotted"":""Blue"",""Solid"":""Green"",""Striped"":""Red""}"
810,W29588f06ea,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
811,W29588f06ea,quizAttempt-2,"{""attempt"":2,""correct"":4,""total"":4}"
812,W29588f06ea,quizPassed,"{""attempt"":2,""correct"":4,""total"":4}"
813,W29588f06ea,bonus,2
814,W6c1cfb2ac1,startTime,Fri Apr 29 2022 14:12:12 GMT+0100 (British Summer Time)
815,W6c1cfb2ac1,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":1}"
816,W6c1cfb2ac1,trialDataFile,exp2_split2
817,W6c1cfb2ac1,featureRandomization,"{""Green"":""Red"",""Red"":""Green"",""Blue"":""Blue"",""Spotted"":""Spotted"",""Solid"":""Striped"",""Striped"":""Solid""}"
818,W6c1cfb2ac1,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
819,W6c1cfb2ac1,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
820,W6c1cfb2ac1,bonus,2
821,W40b9cdf749,startTime,Fri Apr 29 2022 14:11:56 GMT+0100 (British Summer Time)
822,W40b9cdf749,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":1}"
823,W40b9cdf749,trialDataFile,exp2_split1
824,W40b9cdf749,featureRandomization,"{""Green"":""Striped"",""Red"":""Solid"",""Blue"":""Spotted"",""Spotted"":""Green"",""Solid"":""Red"",""Striped"":""Blue""}"
825,W40b9cdf749,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
826,W40b9cdf749,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
827,W40b9cdf749,bonus,2
828,W6ec52b8328,startTime,Fri Apr 29 2022 14:11:53 GMT+0100 (British Summer Time)
829,W6ec52b8328,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":2}"
830,W6ec52b8328,trialDataFile,exp2_split4
831,W6ec52b8328,featureRandomization,"{""Green"":""Solid"",""Red"":""Striped"",""Blue"":""Spotted"",""Spotted"":""Red"",""Solid"":""Blue"",""Striped"":""Green""}"
832,W6ec52b8328,quizAttempt-1,"{""attempt"":1,""correct"":9,""total"":16}"
833,W6ec52b8328,quizAttempt-2,"{""attempt"":2,""correct"":11,""total"":12}"
834,W6ec52b8328,quizAttempt-3,"{""attempt"":3,""correct"":3,""total"":3}"
835,W6ec52b8328,quizPassed,"{""attempt"":3,""correct"":3,""total"":3}"
836,W6ec52b8328,bonus,2
837,Wa79120cde5,startTime,Fri Apr 29 2022 14:42:52 GMT+0100 (British Summer Time)
838,Wa79120cde5,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":1}"
839,Wa79120cde5,trialDataFile,exp2_split3
840,Wa79120cde5,featureRandomization,"{""Green"":""Solid"",""Red"":""Spotted"",""Blue"":""Striped"",""Spotted"":""Green"",""Solid"":""Blue"",""Striped"":""Red""}"
841,Wa79120cde5,quizAttempt-1,"{""attempt"":1,""correct"":14,""total"":16}"
842,Wa79120cde5,quizAttempt-2,"{""attempt"":2,""correct"":7,""total"":7}"
843,Wa79120cde5,quizPassed,"{""attempt"":2,""correct"":7,""total"":7}"
844,Wa79120cde5,bonus,2
845,W230d2b196f,startTime,Fri Apr 29 2022 14:43:34 GMT+0100 (Brytyjski czas letni)
846,W230d2b196f,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":2}"
847,W230d2b196f,trialDataFile,exp2_split2
848,W230d2b196f,featureRandomization,"{""Green"":""Solid"",""Red"":""Striped"",""Blue"":""Spotted"",""Spotted"":""Blue"",""Solid"":""Red"",""Striped"":""Green""}"
849,W230d2b196f,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
850,W230d2b196f,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
851,W230d2b196f,bonus,2
852,Wcd76a84584,startTime,Fri Apr 29 2022 13:08:27 GMT+0100 (British Summer Time)
853,Wcd76a84584,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":1}"
854,Wcd76a84584,trialDataFile,exp2_split1
855,Wcd76a84584,featureRandomization,"{""Green"":""Red"",""Red"":""Blue"",""Blue"":""Green"",""Spotted"":""Striped"",""Solid"":""Solid"",""Striped"":""Spotted""}"
856,Wcd76a84584,quizAttempt-1,"{""attempt"":1,""correct"":6,""total"":16}"
857,Wcd76a84584,quizAttempt-2,"{""attempt"":2,""correct"":7,""total"":13}"
858,Wcd76a84584,quizAttempt-3,"{""attempt"":3,""correct"":5,""total"":10}"
859,Wcd76a84584,quizFailed,"{""attempt"":3,""correct"":5,""total"":10}"
860,W8bb53b4407,startTime,Tue Apr 19 2022 12:25:00 GMT+0100 (British Summer Time)
861,W8bb53b4407,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":2}"
862,W8bb53b4407,trialDataFile,exp2_split4
863,W8bb53b4407,featureRandomization,"{""Green"":""Striped"",""Red"":""Spotted"",""Blue"":""Solid"",""Spotted"":""Green"",""Solid"":""Blue"",""Striped"":""Red""}"
864,W8bb53b4407,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
865,W8bb53b4407,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
866,W8bb53b4407,bonus,2
867,Wf9916a22ba,startTime,Tue Apr 19 2022 12:24:13 GMT+0100 (British Summer Time)
868,Wf9916a22ba,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":2}"
869,Wf9916a22ba,trialDataFile,exp2_split4
870,Wf9916a22ba,featureRandomization,"{""Green"":""Solid"",""Red"":""Striped"",""Blue"":""Spotted"",""Spotted"":""Blue"",""Solid"":""Green"",""Striped"":""Red""}"
871,Wf9916a22ba,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
872,Wf9916a22ba,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
873,Wf9916a22ba,bonus,2
874,Wcef2b7def4,startTime,Tue Apr 19 2022 12:24:11 GMT+0100 (British Summer Time)
875,Wcef2b7def4,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":4}"
876,Wcef2b7def4,trialDataFile,exp2_split3
877,Wcef2b7def4,featureRandomization,"{""Green"":""Green"",""Red"":""Blue"",""Blue"":""Red"",""Spotted"":""Solid"",""Solid"":""Spotted"",""Striped"":""Striped""}"
878,Wcef2b7def4,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
879,Wcef2b7def4,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
880,Wcef2b7def4,bonus,2
881,Wb5120b1844,startTime,Tue Apr 19 2022 12:28:08 GMT+0100 (British Summer Time)
882,Wb5120b1844,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":1}"
883,Wb5120b1844,trialDataFile,exp2_split2
884,Wb5120b1844,featureRandomization,"{""Green"":""Solid"",""Red"":""Striped"",""Blue"":""Spotted"",""Spotted"":""Blue"",""Solid"":""Red"",""Striped"":""Green""}"
885,Wb5120b1844,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
886,Wb5120b1844,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
887,Wb5120b1844,bonus,2
888,W0ea98f7765,startTime,Fri Apr 29 2022 13:44:41 GMT+0100 (British Summer Time)
889,W0ea98f7765,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":2}"
890,W0ea98f7765,trialDataFile,exp2_split2
891,W0ea98f7765,featureRandomization,"{""Green"":""Striped"",""Red"":""Spotted"",""Blue"":""Solid"",""Spotted"":""Red"",""Solid"":""Green"",""Striped"":""Blue""}"
892,W0ea98f7765,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
893,W0ea98f7765,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
894,W0ea98f7765,bonus,2
895,Wdc31834a31,startTime,Fri Apr 29 2022 13:43:33 GMT+0100 (British Summer Time)
896,Wdc31834a31,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":1}"
897,Wdc31834a31,trialDataFile,exp2_split3
898,Wdc31834a31,featureRandomization,"{""Green"":""Spotted"",""Red"":""Striped"",""Blue"":""Solid"",""Spotted"":""Red"",""Solid"":""Green"",""Striped"":""Blue""}"
899,Wdc31834a31,quizAttempt-1,"{""attempt"":1,""correct"":9,""total"":16}"
900,Wdc31834a31,quizAttempt-2,"{""attempt"":2,""correct"":11,""total"":13}"
901,Wdc31834a31,quizAttempt-3,"{""attempt"":3,""correct"":3,""total"":3}"
902,Wdc31834a31,quizPassed,"{""attempt"":3,""correct"":3,""total"":3}"
903,Wdc31834a31,bonus,2
904,W9ce432b163,startTime,Fri Apr 29 2022 13:43:38 GMT+0100 (British Summer Time)
