,workerid,key,value
586,W772c01d4f9,condition,"{""objective"":""ambiguous"",""trial_type"":""select"",""horizon"":""ambiguous""}"
587,W772c01d4f9,trialDataFile,exp1_split1
588,W772c01d4f9,featureRandomization,"{""Green"":""Solid"",""Red"":""Spotted"",""Blue"":""Striped"",""Spotted"":""Green"",""Solid"":""Red"",""Striped"":""Blue""}"
589,W772c01d4f9,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
590,W772c01d4f9,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
591,W772c01d4f9,bonus,2
592,W93e681a1fb,startTime,Fri Apr 15 2022 15:52:21 GMT+0100 (British Summer Time)
593,W93e681a1fb,condition,"{""objective"":""belief"",""trial_type"":""select"",""horizon"":""ambiguous""}"
594,W93e681a1fb,trialDataFile,exp1_split1
595,W93e681a1fb,featureRandomization,"{""Green"":""Green"",""Red"":""Blue"",""Blue"":""Red"",""Spotted"":""Striped"",""Solid"":""Spotted"",""Striped"":""Solid""}"
596,W93e681a1fb,quizAttempt-1,"{""attempt"":1,""correct"":13,""total"":16}"
597,W93e681a1fb,quizAttempt-2,"{""attempt"":2,""correct"":7,""total"":7}"
598,W93e681a1fb,quizPassed,"{""attempt"":2,""correct"":7,""total"":7}"
599,W93e681a1fb,bonus,2
600,Wb9185df0ac,startTime,Fri Apr 15 2022 11:05:59 GMT-0600 (Mountain Daylight Time)
601,Wb9185df0ac,condition,"{""objective"":""belief"",""trial_type"":""select"",""horizon"":""ambiguous""}"
602,Wb9185df0ac,trialDataFile,exp1_split3
603,Wb9185df0ac,featureRandomization,"{""Green"":""Blue"",""Red"":""Green"",""Blue"":""Red"",""Spotted"":""Solid"",""Solid"":""Spotted"",""Striped"":""Striped""}"
604,Wb9185df0ac,quizAttempt-1,"{""attempt"":1,""correct"":14,""total"":16}"
605,Wb9185df0ac,quizAttempt-2,"{""attempt"":2,""correct"":4,""total"":4}"
606,Wb9185df0ac,quizPassed,"{""attempt"":2,""correct"":4,""total"":4}"
607,Wb9185df0ac,bonus,2
608,Wdc87e22956,startTime,Fri Apr 15 2022 18:06:19 GMT+0100 (British Summer Time)
609,Wdc87e22956,condition,"{""objective"":""utility"",""trial_type"":""select"",""horizon"":""ambiguous""}"
610,Wdc87e22956,trialDataFile,exp1_split1
611,Wdc87e22956,featureRandomization,"{""Green"":""Striped"",""Red"":""Solid"",""Blue"":""Spotted"",""Spotted"":""Red"",""Solid"":""Green"",""Striped"":""Blue""}"
612,Wdc87e22956,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
613,Wdc87e22956,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
614,Wdc87e22956,bonus,2
615,W86f6eaaebf,startTime,Fri Apr 15 2022 12:06:06 GMT-0500 (Central Daylight Time)
616,W86f6eaaebf,condition,"{""objective"":""ambiguous"",""trial_type"":""select"",""horizon"":""ambiguous""}"
617,W86f6eaaebf,trialDataFile,exp1_split3
618,W86f6eaaebf,featureRandomization,"{""Green"":""Green"",""Red"":""Blue"",""Blue"":""Red"",""Spotted"":""Spotted"",""Solid"":""Solid"",""Striped"":""Striped""}"
619,W86f6eaaebf,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
620,W86f6eaaebf,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
621,W86f6eaaebf,bonus,2
622,W7500356579,startTime,Fri Apr 15 2022 18:06:28 GMT+0100 (Irish Standard Time)
623,W7500356579,condition,"{""objective"":""ambiguous"",""trial_type"":""select"",""horizon"":""ambiguous""}"
624,W7500356579,trialDataFile,exp1_split1
625,W7500356579,featureRandomization,"{""Green"":""Solid"",""Red"":""Spotted"",""Blue"":""Striped"",""Spotted"":""Green"",""Solid"":""Red"",""Striped"":""Blue""}"
626,W7500356579,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
627,W7500356579,quizAttempt-2,"{""attempt"":2,""correct"":3,""total"":3}"
628,W7500356579,quizPassed,"{""attempt"":2,""correct"":3,""total"":3}"
629,W7500356579,bonus,2
630,W69dc25b574,startTime,Fri Apr 15 2022 18:06:14 GMT+0100 (British Summer Time)
631,W69dc25b574,condition,"{""objective"":""belief"",""trial_type"":""select"",""horizon"":""ambiguous""}"
632,W69dc25b574,trialDataFile,exp1_split3
633,W69dc25b574,featureRandomization,"{""Green"":""Blue"",""Red"":""Red"",""Blue"":""Green"",""Spotted"":""Striped"",""Solid"":""Spotted"",""Striped"":""Solid""}"
634,W69dc25b574,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
635,W69dc25b574,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
636,W69dc25b574,bonus,2
637,Wf079dbc595,startTime,Fri Apr 15 2022 16:14:34 GMT+0100 (British Summer Time)
638,Wf079dbc595,condition,"{""objective"":""belief"",""trial_type"":""select"",""horizon"":""ambiguous""}"
639,Wf079dbc595,trialDataFile,exp1_split3
640,Wf079dbc595,featureRandomization,"{""Green"":""Red"",""Red"":""Blue"",""Blue"":""Green"",""Spotted"":""Spotted"",""Solid"":""Striped"",""Striped"":""Solid""}"
641,Wf079dbc595,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
642,Wf079dbc595,quizAttempt-2,"{""attempt"":2,""correct"":3,""total"":3}"
643,Wf079dbc595,quizPassed,"{""attempt"":2,""correct"":3,""total"":3}"
644,Wf079dbc595,bonus,2
645,Wff0e2d2450,startTime,Fri Apr 15 2022 15:56:25 GMT+0100 (British Summer Time)
646,Wff0e2d2450,condition,"{""objective"":""belief"",""trial_type"":""select"",""horizon"":""ambiguous""}"
647,Wff0e2d2450,trialDataFile,exp1_split2
648,Wff0e2d2450,featureRandomization,"{""Green"":""Striped"",""Red"":""Spotted"",""Blue"":""Solid"",""Spotted"":""Green"",""Solid"":""Blue"",""Striped"":""Red""}"
649,Wff0e2d2450,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
650,Wff0e2d2450,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
651,Wff0e2d2450,bonus,2
652,W6813913920,startTime,Fri Apr 15 2022 15:58:22 GMT+0100 (Irish Standard Time)
653,W6813913920,condition,"{""objective"":""ambiguous"",""trial_type"":""select"",""horizon"":""ambiguous""}"
654,W6813913920,trialDataFile,exp1_split2
655,W6813913920,featureRandomization,"{""Green"":""Spotted"",""Red"":""Solid"",""Blue"":""Striped"",""Spotted"":""Green"",""Solid"":""Red"",""Striped"":""Blue""}"
656,W6813913920,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
657,W6813913920,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
658,W6813913920,bonus,2
659,W043fbefc05,startTime,Fri Apr 15 2022 15:53:10 GMT+0100 (British Summer Time)
660,W043fbefc05,condition,"{""objective"":""belief"",""trial_type"":""select"",""horizon"":""ambiguous""}"
661,W043fbefc05,trialDataFile,exp1_split3
662,W043fbefc05,featureRandomization,"{""Green"":""Green"",""Red"":""Red"",""Blue"":""Blue"",""Spotted"":""Solid"",""Solid"":""Spotted"",""Striped"":""Striped""}"
663,W043fbefc05,quizAttempt-1,"{""attempt"":1,""correct"":13,""total"":16}"
664,W043fbefc05,quizAttempt-2,"{""attempt"":2,""correct"":7,""total"":7}"
665,W043fbefc05,quizPassed,"{""attempt"":2,""correct"":7,""total"":7}"
666,W043fbefc05,bonus,2
667,W2ddb97b6ed,startTime,Fri Apr 15 2022 15:55:59 GMT+0100 (British Summer Time)
668,W2ddb97b6ed,condition,"{""objective"":""utility"",""trial_type"":""select"",""horizon"":""ambiguous""}"
669,W2ddb97b6ed,trialDataFile,exp1_split2
670,W2ddb97b6ed,featureRandomization,"{""Green"":""Solid"",""Red"":""Striped"",""Blue"":""Spotted"",""Spotted"":""Blue"",""Solid"":""Red"",""Striped"":""Green""}"
671,W2ddb97b6ed,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
672,W2ddb97b6ed,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
673,W2ddb97b6ed,bonus,2
674,W0c6f8229de,startTime,Fri Apr 15 2022 15:54:09 GMT+0100 (British Summer Time)
675,W0c6f8229de,condition,"{""objective"":""utility"",""trial_type"":""select"",""horizon"":""ambiguous""}"
676,W0c6f8229de,trialDataFile,exp1_split3
677,W0c6f8229de,featureRandomization,"{""Green"":""Striped"",""Red"":""Solid"",""Blue"":""Spotted"",""Spotted"":""Green"",""Solid"":""Red"",""Striped"":""Blue""}"
678,W0c6f8229de,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
679,W0c6f8229de,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
680,W0c6f8229de,bonus,2
681,W042ceaf662,startTime,Fri Apr 15 2022 16:14:36 GMT+0100 (British Summer Time)
682,W042ceaf662,condition,"{""objective"":""utility"",""trial_type"":""select"",""horizon"":""ambiguous""}"
683,W042ceaf662,trialDataFile,exp1_split1
684,W042ceaf662,featureRandomization,"{""Green"":""Blue"",""Red"":""Green"",""Blue"":""Red"",""Spotted"":""Striped"",""Solid"":""Spotted"",""Striped"":""Solid""}"
685,W042ceaf662,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
686,W042ceaf662,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
687,W042ceaf662,bonus,2
688,W235d15a37b,startTime,Fri Apr 15 2022 16:14:42 GMT+0100 (British Summer Time)
689,W235d15a37b,condition,"{""objective"":""ambiguous"",""trial_type"":""select"",""horizon"":""ambiguous""}"
690,W235d15a37b,trialDataFile,exp1_split3
691,W235d15a37b,featureRandomization,"{""Green"":""Striped"",""Red"":""Solid"",""Blue"":""Spotted"",""Spotted"":""Green"",""Solid"":""Red"",""Striped"":""Blue""}"
692,W235d15a37b,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
693,W235d15a37b,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
694,W235d15a37b,bonus,2
695,W85bdadf4c3,startTime,Fri Apr 15 2022 16:14:50 GMT+0100 (British Summer Time)
696,W55e957831e,startTime,Fri Apr 15 2022 15:54:05 GMT+0100 (British Summer Time)
697,W55e957831e,condition,"{""objective"":""ambiguous"",""trial_type"":""select"",""horizon"":""ambiguous""}"
698,W55e957831e,trialDataFile,exp1_split2
699,W55e957831e,featureRandomization,"{""Green"":""Striped"",""Red"":""Spotted"",""Blue"":""Solid"",""Spotted"":""Green"",""Solid"":""Blue"",""Striped"":""Red""}"
700,W55e957831e,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
701,W55e957831e,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
702,W55e957831e,bonus,2
703,W7f26927235,startTime,Fri Apr 15 2022 16:14:36 GMT+0100 (British Summer Time)
704,W7f26927235,condition,"{""objective"":""utility"",""trial_type"":""select"",""horizon"":""ambiguous""}"
705,W7f26927235,trialDataFile,exp1_split2
706,W7f26927235,featureRandomization,"{""Green"":""Striped"",""Red"":""Spotted"",""Blue"":""Solid"",""Spotted"":""Blue"",""Solid"":""Green"",""Striped"":""Red""}"
707,W7f26927235,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
708,W7f26927235,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
709,W7f26927235,bonus,2
710,W3de40218a1,startTime,Fri Apr 15 2022 16:14:52 GMT+0100 (British Summer Time)
711,W3de40218a1,condition,"{""objective"":""belief"",""trial_type"":""select"",""horizon"":""ambiguous""}"
712,W3de40218a1,trialDataFile,exp1_split2
713,W3de40218a1,featureRandomization,"{""Green"":""Blue"",""Red"":""Red"",""Blue"":""Green"",""Spotted"":""Solid"",""Solid"":""Spotted"",""Striped"":""Striped""}"
714,W3de40218a1,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
715,W3de40218a1,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
716,W3de40218a1,bonus,2
717,W111757c348,startTime,Fri Apr 15 2022 18:06:30 GMT+0100 (British Summer Time)
718,W111757c348,condition,"{""objective"":""utility"",""trial_type"":""select"",""horizon"":""ambiguous""}"
719,W111757c348,trialDataFile,exp1_split2
720,W111757c348,featureRandomization,"{""Green"":""Blue"",""Red"":""Red"",""Blue"":""Green"",""Spotted"":""Solid"",""Solid"":""Striped"",""Striped"":""Spotted""}"
721,W111757c348,quizAttempt-1,"{""attempt"":1,""correct"":13,""total"":16}"
722,W111757c348,quizAttempt-2,"{""attempt"":2,""correct"":5,""total"":7}"
723,W111757c348,quizAttempt-3,"{""attempt"":3,""correct"":2,""total"":4}"
724,W111757c348,quizFailed,"{""attempt"":3,""correct"":2,""total"":4}"
725,Wccbbdd3340,startTime,Fri Apr 15 2022 13:06:41 GMT-0400 (Eastern Daylight Time)
726,Wccbbdd3340,condition,"{""objective"":""ambiguous"",""trial_type"":""select"",""horizon"":""ambiguous""}"
727,Wccbbdd3340,trialDataFile,exp1_split2
728,Wccbbdd3340,featureRandomization,"{""Green"":""Solid"",""Red"":""Striped"",""Blue"":""Spotted"",""Spotted"":""Green"",""Solid"":""Red"",""Striped"":""Blue""}"
729,Wccbbdd3340,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
730,Wccbbdd3340,quizAttempt-2,"{""attempt"":2,""correct"":4,""total"":4}"
731,Wccbbdd3340,quizPassed,"{""attempt"":2,""correct"":4,""total"":4}"
732,Wccbbdd3340,bonus,2
733,W08fa103143,startTime,Fri Apr 15 2022 18:06:56 GMT+0100 (British Summer Time)
734,W08fa103143,condition,"{""objective"":""belief"",""trial_type"":""select"",""horizon"":""ambiguous""}"
735,W08fa103143,trialDataFile,exp1_split1
736,W08fa103143,featureRandomization,"{""Green"":""Striped"",""Red"":""Solid"",""Blue"":""Spotted"",""Spotted"":""Red"",""Solid"":""Green"",""Striped"":""Blue""}"
737,W08fa103143,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
738,W08fa103143,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
739,W08fa103143,bonus,2
740,Wf91021b5ea,startTime,Fri Apr 15 2022 13:06:36 GMT-0400 (Eastern Daylight Time)
741,Wf91021b5ea,condition,"{""objective"":""belief"",""trial_type"":""select"",""horizon"":""ambiguous""}"
742,Wf91021b5ea,trialDataFile,exp1_split3
743,Wf91021b5ea,featureRandomization,"{""Green"":""Blue"",""Red"":""Green"",""Blue"":""Red"",""Spotted"":""Spotted"",""Solid"":""Solid"",""Striped"":""Striped""}"
744,Wf91021b5ea,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
745,Wf91021b5ea,quizAttempt-2,"{""attempt"":2,""correct"":3,""total"":3}"
746,Wf91021b5ea,quizPassed,"{""attempt"":2,""correct"":3,""total"":3}"
747,Wf91021b5ea,bonus,2
748,We1b26ea1de,startTime,Fri Apr 15 2022 18:06:43 GMT+0100 (British Summer Time)
749,We1b26ea1de,condition,"{""objective"":""utility"",""trial_type"":""select"",""horizon"":""ambiguous""}"
750,We1b26ea1de,trialDataFile,exp1_split1
751,We1b26ea1de,featureRandomization,"{""Green"":""Striped"",""Red"":""Solid"",""Blue"":""Spotted"",""Spotted"":""Red"",""Solid"":""Blue"",""Striped"":""Green""}"
752,We1b26ea1de,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
753,We1b26ea1de,quizAttempt-2,"{""attempt"":2,""correct"":3,""total"":3}"
754,We1b26ea1de,quizPassed,"{""attempt"":2,""correct"":3,""total"":3}"
755,We1b26ea1de,bonus,2
756,Wd54fae3287,startTime,Fri Apr 15 2022 16:14:48 GMT+0100 (British Summer Time)
757,Wd54fae3287,condition,"{""objective"":""belief"",""trial_type"":""select"",""horizon"":""ambiguous""}"
758,Wd54fae3287,trialDataFile,exp1_split1
759,Wd54fae3287,featureRandomization,"{""Green"":""Blue"",""Red"":""Red"",""Blue"":""Green"",""Spotted"":""Solid"",""Solid"":""Striped"",""Striped"":""Spotted""}"
760,Wd54fae3287,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
761,Wd54fae3287,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
762,Wd54fae3287,bonus,2
763,W1c6a446e55,startTime,Fri Apr 15 2022 16:14:35 GMT+0100 (British Summer Time)
764,W1c6a446e55,condition,"{""objective"":""ambiguous"",""trial_type"":""select"",""horizon"":""ambiguous""}"
765,W1c6a446e55,trialDataFile,exp1_split2
766,W1c6a446e55,featureRandomization,"{""Green"":""Spotted"",""Red"":""Solid"",""Blue"":""Striped"",""Spotted"":""Green"",""Solid"":""Blue"",""Striped"":""Red""}"
767,W1c6a446e55,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
768,W1c6a446e55,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
769,W1c6a446e55,bonus,2
770,W2b382cf27b,startTime,Fri Apr 15 2022 15:55:41 GMT+0100 (British Summer Time)
771,W9ab6d40a5a,startTime,Fri Apr 15 2022 16:14:43 GMT+0100 (British Summer Time)
772,W9ab6d40a5a,condition,"{""objective"":""belief"",""trial_type"":""select"",""horizon"":""ambiguous""}"
773,W9ab6d40a5a,trialDataFile,exp1_split2
774,W9ab6d40a5a,featureRandomization,"{""Green"":""Blue"",""Red"":""Green"",""Blue"":""Red"",""Spotted"":""Striped"",""Solid"":""Spotted"",""Striped"":""Solid""}"
775,W9ab6d40a5a,quizAttempt-1,"{""attempt"":1,""correct"":4,""total"":16}"
776,W9ab6d40a5a,quizAttempt-2,"{""attempt"":2,""correct"":8,""total"":16}"
777,W9ab6d40a5a,quizAttempt-3,"{""attempt"":3,""correct"":4,""total"":13}"
778,W9ab6d40a5a,quizFailed,"{""attempt"":3,""correct"":4,""total"":13}"
779,Wa4ff4c7284,startTime,Fri Apr 15 2022 15:56:44 GMT+0100 (British Summer Time)
780,Wedcd837ffb,startTime,Fri Apr 15 2022 15:56:17 GMT+0100 (British Summer Time)
781,Wedcd837ffb,condition,"{""objective"":""ambiguous"",""trial_type"":""select"",""horizon"":""ambiguous""}"
782,Wedcd837ffb,trialDataFile,exp1_split2
783,Wedcd837ffb,featureRandomization,"{""Green"":""Red"",""Red"":""Blue"",""Blue"":""Green"",""Spotted"":""Striped"",""Solid"":""Solid"",""Striped"":""Spotted""}"
784,Wedcd837ffb,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
785,Wedcd837ffb,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
786,Wedcd837ffb,bonus,2
787,W2e9ec117f1,startTime,Fri Apr 15 2022 15:53:47 GMT+0100 (British Summer Time)
788,W2e9ec117f1,condition,"{""objective"":""utility"",""trial_type"":""select"",""horizon"":""ambiguous""}"
789,W2e9ec117f1,trialDataFile,exp1_split2
790,W2e9ec117f1,featureRandomization,"{""Green"":""Solid"",""Red"":""Spotted"",""Blue"":""Striped"",""Spotted"":""Green"",""Solid"":""Blue"",""Striped"":""Red""}"
791,W2e9ec117f1,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
792,W2e9ec117f1,quizAttempt-2,"{""attempt"":2,""correct"":3,""total"":3}"
793,W2e9ec117f1,quizPassed,"{""attempt"":2,""correct"":3,""total"":3}"
794,W2e9ec117f1,bonus,2
795,W9bae0ba35a,startTime,Fri Apr 15 2022 15:53:24 GMT+0100 (British Summer Time)
796,W9bae0ba35a,condition,"{""objective"":""belief"",""trial_type"":""select"",""horizon"":""ambiguous""}"
797,W9bae0ba35a,trialDataFile,exp1_split2
798,W9bae0ba35a,featureRandomization,"{""Green"":""Blue"",""Red"":""Green"",""Blue"":""Red"",""Spotted"":""Solid"",""Solid"":""Spotted"",""Striped"":""Striped""}"
799,W9bae0ba35a,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
800,W9bae0ba35a,quizAttempt-2,"{""attempt"":2,""correct"":3,""total"":3}"
801,W9bae0ba35a,quizPassed,"{""attempt"":2,""correct"":3,""total"":3}"
802,W9bae0ba35a,bonus,2
803,Wb043c56c70,startTime,Fri Apr 15 2022 18:06:43 GMT+0100 (British Summer Time)
804,W52bd0e1766,startTime,Fri Apr 15 2022 16:14:49 GMT+0100 (British Summer Time)
805,Wcfbd79e018,startTime,Fri Apr 15 2022 15:54:34 GMT+0100 (British Summer Time)
806,Wcfbd79e018,condition,"{""objective"":""belief"",""trial_type"":""select"",""horizon"":""ambiguous""}"
807,Wcfbd79e018,trialDataFile,exp1_split1
808,Wcfbd79e018,featureRandomization,"{""Green"":""Blue"",""Red"":""Red"",""Blue"":""Green"",""Spotted"":""Solid"",""Solid"":""Striped"",""Striped"":""Spotted""}"
809,Wcfbd79e018,quizAttempt-1,"{""attempt"":1,""correct"":9,""total"":16}"
810,Wcfbd79e018,quizAttempt-2,"{""attempt"":2,""correct"":3,""total"":10}"
811,Wcfbd79e018,quizAttempt-3,"{""attempt"":3,""correct"":3,""total"":10}"
812,Wcfbd79e018,quizFailed,"{""attempt"":3,""correct"":3,""total"":10}"
813,Wf284ef4ea9,startTime,Fri Apr 15 2022 16:14:36 GMT+0100 (British Summer Time)
814,Wf284ef4ea9,condition,"{""objective"":""belief"",""trial_type"":""select"",""horizon"":""ambiguous""}"
815,Wf284ef4ea9,trialDataFile,exp1_split1
816,Wf284ef4ea9,featureRandomization,"{""Green"":""Blue"",""Red"":""Red"",""Blue"":""Green"",""Spotted"":""Solid"",""Solid"":""Spotted"",""Striped"":""Striped""}"
817,Wf284ef4ea9,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
818,Wf284ef4ea9,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
819,Wf284ef4ea9,bonus,2
820,W99f7d6bdbb,startTime,Fri Apr 15 2022 18:06:49 GMT+0100 (British Summer Time)
821,W99f7d6bdbb,condition,"{""objective"":""ambiguous"",""trial_type"":""select"",""horizon"":""ambiguous""}"
822,W99f7d6bdbb,trialDataFile,exp1_split2
823,W99f7d6bdbb,featureRandomization,"{""Green"":""Solid"",""Red"":""Spotted"",""Blue"":""Striped"",""Spotted"":""Green"",""Solid"":""Blue"",""Striped"":""Red""}"
824,W99f7d6bdbb,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
825,W99f7d6bdbb,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
826,W99f7d6bdbb,bonus,2
827,Wf15858da91,startTime,Fri Apr 15 2022 18:07:00 GMT+0100 (British Summer Time)
828,Wf15858da91,condition,"{""objective"":""belief"",""trial_type"":""select"",""horizon"":""ambiguous""}"
829,Wf15858da91,trialDataFile,exp1_split3
830,Wf15858da91,featureRandomization,"{""Green"":""Green"",""Red"":""Red"",""Blue"":""Blue"",""Spotted"":""Solid"",""Solid"":""Striped"",""Striped"":""Spotted""}"
831,Wf15858da91,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
832,Wf15858da91,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
833,Wf15858da91,bonus,2
834,W6a58d7014f,startTime,Fri Apr 15 2022 16:14:53 GMT+0100 (British Summer Time)
835,W6a58d7014f,condition,"{""objective"":""utility"",""trial_type"":""select"",""horizon"":""ambiguous""}"
836,W6a58d7014f,trialDataFile,exp1_split2
837,W6a58d7014f,featureRandomization,"{""Green"":""Solid"",""Red"":""Spotted"",""Blue"":""Striped"",""Spotted"":""Red"",""Solid"":""Blue"",""Striped"":""Green""}"
838,W6a58d7014f,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
839,W6a58d7014f,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
840,W6a58d7014f,bonus,2
841,We26de77069,startTime,Fri Apr 15 2022 16:15:16 GMT+0100 (British Summer Time)
842,We26de77069,condition,"{""objective"":""ambiguous"",""trial_type"":""select"",""horizon"":""ambiguous""}"
843,We26de77069,trialDataFile,exp1_split3
844,We26de77069,featureRandomization,"{""Green"":""Red"",""Red"":""Green"",""Blue"":""Blue"",""Spotted"":""Spotted"",""Solid"":""Striped"",""Striped"":""Solid""}"
845,We26de77069,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
846,We26de77069,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
847,We26de77069,bonus,2
848,W1f40791c7d,startTime,Fri Apr 15 2022 16:15:07 GMT+0100 (British Summer Time)
849,W1f40791c7d,condition,"{""objective"":""utility"",""trial_type"":""select"",""horizon"":""ambiguous""}"
850,W1f40791c7d,trialDataFile,exp1_split2
851,W1f40791c7d,featureRandomization,"{""Green"":""Blue"",""Red"":""Green"",""Blue"":""Red"",""Spotted"":""Spotted"",""Solid"":""Striped"",""Striped"":""Solid""}"
852,W1f40791c7d,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
853,W1f40791c7d,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
854,W1f40791c7d,bonus,2
855,W2d1bc625d1,startTime,Fri Apr 15 2022 16:15:02 GMT+0100 (British Summer Time)
856,W2d1bc625d1,condition,"{""objective"":""utility"",""trial_type"":""select"",""horizon"":""ambiguous""}"
857,W2d1bc625d1,trialDataFile,exp1_split1
858,W2d1bc625d1,featureRandomization,"{""Green"":""Solid"",""Red"":""Spotted"",""Blue"":""Striped"",""Spotted"":""Red"",""Solid"":""Blue"",""Striped"":""Green""}"
859,W2d1bc625d1,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
860,W2d1bc625d1,quizAttempt-2,"{""attempt"":2,""correct"":3,""total"":3}"
861,W2d1bc625d1,quizPassed,"{""attempt"":2,""correct"":3,""total"":3}"
862,W2d1bc625d1,bonus,2
863,Wdf0d7fe897,startTime,Fri Apr 15 2022 16:15:14 GMT+0100 (BST)
864,Wdf0d7fe897,condition,"{""objective"":""utility"",""trial_type"":""select"",""horizon"":""ambiguous""}"
865,Wdf0d7fe897,trialDataFile,exp1_split1
866,Wdf0d7fe897,featureRandomization,"{""Green"":""Solid"",""Red"":""Striped"",""Blue"":""Spotted"",""Spotted"":""Red"",""Solid"":""Blue"",""Striped"":""Green""}"
867,Wdf0d7fe897,quizAttempt-1,"{""attempt"":1,""correct"":11,""total"":16}"
868,Wdf0d7fe897,quizAttempt-2,"{""attempt"":2,""correct"":10,""total"":13}"
869,Wdf0d7fe897,quizAttempt-3,"{""attempt"":3,""correct"":7,""total"":7}"
870,Wdf0d7fe897,quizPassed,"{""attempt"":3,""correct"":7,""total"":7}"
871,Wdf0d7fe897,bonus,2
872,Wcfcdb2d5e8,startTime,Fri Apr 15 2022 16:14:58 GMT+0100 (British Summer Time)
873,Wcfcdb2d5e8,condition,"{""objective"":""ambiguous"",""trial_type"":""select"",""horizon"":""ambiguous""}"
874,Wcfcdb2d5e8,trialDataFile,exp1_split3
875,Wcfcdb2d5e8,featureRandomization,"{""Green"":""Spotted"",""Red"":""Striped"",""Blue"":""Solid"",""Spotted"":""Green"",""Solid"":""Red"",""Striped"":""Blue""}"
876,Wcfcdb2d5e8,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
877,Wcfcdb2d5e8,quizAttempt-2,"{""attempt"":2,""correct"":4,""total"":4}"
878,Wcfcdb2d5e8,quizPassed,"{""attempt"":2,""correct"":4,""total"":4}"
879,Wcfcdb2d5e8,bonus,2
880,W575e8f2ff4,startTime,Fri Apr 15 2022 18:07:06 GMT+0100 (British Summer Time)
881,W575e8f2ff4,condition,"{""objective"":""belief"",""trial_type"":""select"",""horizon"":""ambiguous""}"
882,W575e8f2ff4,trialDataFile,exp1_split3
883,W575e8f2ff4,featureRandomization,"{""Green"":""Solid"",""Red"":""Spotted"",""Blue"":""Striped"",""Spotted"":""Red"",""Solid"":""Green"",""Striped"":""Blue""}"
884,W575e8f2ff4,quizAttempt-1,"{""attempt"":1,""correct"":14,""total"":16}"
